"[run number],""%a"",""rep"",""time-c"",""time-d"",""dif"",""accor"",""time-sf"",""IPa"",""Impact"",""impact-s"",""impact-d"",""iIPa"",""IPb"",""number-a"",""iIPb"",""TSL"",""number-b"",""number"",""time-r"",""MT"",""time-s"",""mean."",""recovery"",""impact-r"",""TPB"",""per"",""SD"",""discount"",""inn-culture"",""[step]"",""[report-who-x] of turtles"",""[avg-ladvantage] of turtles"",""[report-who-y] of turtles"",""[avg-w] of turtles"",""[report-who-z] of turtles"",""[avg-pw] of turtles"",""[report-who-a] of turtles"",""[avg-awa] of turtles"",""[report-who-b] of turtles"",""[avg-aladvantage] of turtles"""
"9,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""0.8"",""71"",""[[0 83.536949420175] [1 91.00437053975362] [3 89.27050300061522] [2 85.92885750965596]]"",""[87.43517011754994 87.43517011754994 87.43517011754994 87.43517011754994]"",""[[0 66.83066494091656] [1 72.80324815603032] [3 71.41650821302154] [2 68.7425401147525]]"",""[69.94824035618024 69.94824035618024 69.94824035618024 69.94824035618024]"",""[[0 83.536949420175] [1 91.00437053975362] [3 89.27050300061522] [2 85.92885750965596]]"",""[87.43517011754994 87.43517011754994 87.43517011754994 87.43517011754994]"",""[[0 2727.562440382013] [1 2811.50195691783] [3 2467.506432906243] [2 2713.527503484474]]"",""[2680.02458342264 2680.02458342264 2680.02458342264 2680.02458342264]"",""[[0 6436.601923339501] [1 6997.121247476067] [3 6868.295261687867] [2 6638.747245182017]]"",""[6735.191419421363 6735.191419421362 6735.191419421363 6735.191419421363]"""
"11,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""78"",""[[0 78.92948943064967] [1 84.89756530713089] [3 79.32340581419261] [2 77.87177601381201]]"",""[80.2555591414463 80.2555591414463 80.2555591414463 80.2555591414463]"",""[[0 102.60733013530938] [1 110.36648410123854] [3 103.12097216238399] [2 101.23305329102578]]"",""[104.33195992248942 104.33195992248942 104.33195992248942 104.33195992248942]"",""[[0 78.92948943064967] [1 84.89756530713089] [3 79.32340581419261] [2 77.87177601381201]]"",""[80.2555591414463 80.2555591414463 80.2555591414463 80.2555591414463]"",""[[0 2195.1055632274984] [1 2158.964626922162] [3 2616.450100246374] [2 2246.6735386710047]]"",""[2304.29845726676 2304.29845726676 2304.2984572667597 2304.29845726676]"",""[[0 6784.895340986415] [1 7276.832988211211] [3 6798.4583773725535] [2 6695.111140966118]]"",""[6888.8244618840745 6888.8244618840745 6888.8244618840745 6888.8244618840745]"""
"11,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""79"",""[[1 84.67950906528773] [3 79.11986511360469] [2 77.66494530722234] [0 78.72023363131709]]"",""[80.04613827935796 80.04613827935796 80.04613827935796 80.04613827935796]"",""[[1 110.08331685217777] [3 102.85574836269572] [2 100.96279738474766] [0 102.33693749402634]]"",""[104.05970002341188 104.05970002341186 104.05970002341189 104.05970002341186]"",""[[1 84.67950906528773] [3 79.11986511360469] [2 77.66494530722234] [0 78.72023363131709]]"",""[80.04613827935796 80.04613827935796 80.04613827935796 80.04613827935796]"",""[[1 2194.2551071529138] [3 2651.7415099340556] [2 2281.9627966535813] [0 2230.6433433599473]]"",""[2339.6506892751245 2339.6506892751245 2339.6506892751245 2339.6506892751245]"",""[[1 7361.512497276499] [3 6877.578242486158] [2 6772.77608627334] [0 6863.615574617732]]"",""[6968.870600163433 6968.870600163433 6968.870600163432 6968.870600163433]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""69"",""[[3 11.732232996909985] [0 20.240615524779464] [2 17.50540525415925] [1 16.665159365186927]]"",""[16.53585328525891 16.53585328525891 16.53585328525891 16.53585328525891]"",""[[3 15.250886577123794] [0 26.311989916557785] [2 22.75715108829226] [1 21.663042262552633]]"",""[21.495767461131617 21.495767461131617 21.495767461131617 21.495767461131617]"",""[[3 11.732232996909985] [0 20.240615524779464] [2 17.50540525415925] [1 16.665159365186927]]"",""[16.53585328525891 16.53585328525891 16.53585328525891 16.53585328525891]"",""[[3 1444.4831853493542] [0 1570.576468825578] [2 1725.8146866191387] [1 1571.574155307014]]"",""[1578.1121240252714 1578.1121240252714 1578.1121240252714 1578.1121240252714]"",""[[3 3636.809329949551] [0 4244.125849629078] [2 4042.334065258525] [1 3987.371371818243]]"",""[3977.6601541638493 3977.6601541638493 3977.6601541638493 3977.6601541638493]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""70"",""[[3 10.527081567599346] [2 16.29719506544589] [0 19.02683744361182] [1 15.455664320165468]]"",""[15.32669459920563 15.326694599205632 15.32669459920563 15.326694599205632]"",""[[3 13.682434980723977] [2 21.186942727290464] [0 24.73511831656094] [1 20.09241154539839]]"",""[19.924226892493444 19.924226892493444 19.924226892493444 19.924226892493447]"",""[[3 10.527081567599346] [2 16.29719506544589] [0 19.02683744361182] [1 15.455664320165468]]"",""[15.32669459920563 15.326694599205632 15.32669459920563 15.326694599205632]"",""[[3 1452.0906836107029] [2 1738.7366977843728] [0 1586.0047506152105] [1 1584.4944441558703]]"",""[1590.3316440415392 1590.3316440415392 1590.331644041539 1590.3316440415392]"",""[[3 3647.3364115171503] [2 4058.6312603239708] [0 4263.15268707269] [1 4002.8270361384084]]"",""[3992.986848763055 3992.9868487630547 3992.9868487630547 3992.9868487630547]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""71"",""[[1 14.246169275144009] [0 17.81305936244418] [3 9.321930138288707] [2 15.088984876732534]]"",""[14.117535913152357 14.117535913152356 14.117535913152357 14.117535913152357]"",""[[1 18.517417605206347] [0 23.155179776274508] [3 12.117456944314283] [2 19.617995954786704]]"",""[18.35201257014546 18.35201257014546 18.35201257014546 18.35201257014546]"",""[[1 14.246169275144009] [0 17.81305936244418] [3 9.321930138288707] [2 15.088984876732534]]"",""[14.117535913152357 14.117535913152356 14.117535913152357 14.117535913152357]"",""[[1 1595.1587278638801] [0 1598.9261103208635] [3 1458.1427063237193] [2 1749.4008756058327]]"",""[1600.4071050285738 1600.4071050285738 1600.407105028574 1600.407105028574]"",""[[1 4017.0732054135524] [0 4280.965746435135] [3 3656.658341655439] [2 4073.720245200703]]"",""[4007.1043846762077 4007.1043846762072 4007.1043846762072 4007.1043846762072]"""
"11,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""80"",""[[2 77.45811460063267] [1 84.46145282344457] [3 78.91632441301677] [0 78.5109778319845]]"",""[79.83671741726963 79.83671741726963 79.83671741726963 79.83671741726963]"",""[[2 100.69624962914479] [1 109.79958264903235] [3 102.59098695782164] [0 102.06381642783964]]"",""[103.78765891595961 103.78765891595961 103.78765891595961 103.78765891595961]"",""[[2 77.45811460063267] [1 84.46145282344457] [3 78.91632441301677] [0 78.5109778319845]]"",""[79.83671741726963 79.83671741726963 79.83671741726963 79.83671741726963]"",""[[2 2317.2531817595136] [1 2229.5460266726086] [3 2687.0312557069487] [0 2266.1814507160207]]"",""[2375.002978713773 2375.002978713773 2375.002978713773 2375.002978713773]"",""[[2 6850.234200873973] [1 7445.973950099943] [3 6956.494566899175] [0 6942.126552449717]]"",""[7048.707317580702 7048.707317580702 7048.707317580702 7048.707317580702]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""72"",""[[2 13.880774688019176] [0 16.599281281276536] [3 8.116778708978067] [1 13.03667423012255]]"",""[12.90837722709908 12.90837722709908 12.908377227099082 12.908377227099082]"",""[[2 18.04469997181321] [0 21.578997414336705] [3 10.551403177137242] [1 16.947453206903784]]"",""[16.780638442547733 16.780638442547733 16.780638442547733 16.780638442547737]"",""[[2 13.880774688019176] [0 16.599281281276536] [3 8.116778708978067] [1 13.03667423012255]]"",""[12.90837722709908 12.90837722709908 12.908377227099082 12.908377227099082]"",""[[2 1758.0726178703467] [0 1609.59062318589] [3 1465.7495876707203] [1 1603.8308017858192]]"",""[1609.310907628194 1609.310907628194 1609.310907628194 1609.3109076281942]"",""[[2 4087.6010198887225] [0 4297.565027716411] [3 3664.775120364417] [1 4030.109879643675]]"",""[4020.0127619033065 4020.0127619033065 4020.0127619033065 4020.012761903306]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""73"",""[[3 6.911627279667427] [1 11.827179185101091] [2 12.67256449930582] [0 15.385503200108891]]"",""[11.699218541045807 11.699218541045806 11.699218541045806 11.699218541045806]"",""[[3 8.983912936666295] [1 15.374690595749087] [2 16.471732261802387] [0 20.000398511188852]]"",""[15.207683576351656 15.207683576351656 15.207683576351656 15.207683576351654]"",""[[3 6.911627279667427] [1 11.827179185101091] [2 12.67256449930582] [0 15.385503200108891]]"",""[11.699218541045807 11.699218541045806 11.699218541045806 11.699218541045806]"",""[[3 1471.8009645926857] [1 1614.4944278039873] [2 1768.736130832211] [0 1622.51255033016]]"",""[1619.386018389761 1619.386018389761 1619.386018389761 1619.3860183897611]"",""[[3 3671.6867476440843] [1 4041.937058828776] [2 4100.273584388028] [0 4312.950530916521]]"",""[4031.711980444352 4031.7119804443523 4031.7119804443523 4031.7119804443523]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""74"",""[[1 10.617684140079632] [0 14.171725118941247] [3 5.706475850356787] [2 11.464354310592462]]"",""[10.490059854992532 10.490059854992532 10.490059854992532 10.490059854992532]"",""[[1 13.803565547651049] [0 18.42434787246033] [3 7.4208799010063675] [2 14.903159200211443]]"",""[13.637988130332296 13.637988130332296 13.637988130332296 13.637988130332298]"",""[[1 10.617684140079632] [0 14.171725118941247] [3 5.706475850356787] [2 11.464354310592462]]"",""[10.490059854992532 10.490059854992532 10.490059854992532 10.490059854992532]"",""[[1 1623.1665505018896] [0 1633.1769433888915] [3 1476.5447298884303] [2 1777.4079108250596]]"",""[1627.5740336510676 1627.5740336510678 1627.5740336510678 1627.5740336510676]"",""[[1 4052.554742968856] [0 4327.122256035462] [3 3677.393223494441] [2 4111.73793869862]]"",""[4042.202040299345 4042.202040299345 4042.202040299345 4042.202040299345]"""
"1,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""22"",""[[2 100.44764601858147] [1 97.45401145725393] [0 99.61381475141026] [3 96.1319586437644]]"",""[98.41185771775251 98.41185771775251 98.41185771775251 98.41185771775251]"",""[[2 80.36012909079264] [1 77.96251696653073] [0 79.69042372006602] [3 76.90446688744062]]"",""[78.72938416620751 78.7293841662075 78.72938416620751 78.7293841662075]"",""[[2 100.44764601858147] [1 97.45401145725393] [0 99.61381475141026] [3 96.1319586437644]]"",""[98.41185771775251 98.41185771775251 98.41185771775251 98.41185771775251]"",""[[2 401.9642241799165] [1 338.85190967836473] [0 248.9313890189403] [3 628.8209842562485]]"",""[404.64212678336753 404.64212678336753 404.64212678336753 404.64212678336753]"",""[[2 2257.7893914628] [1 2191.978970929836] [0 2239.8879898554765] [3 2162.765611978275]]"",""[2213.1054910565967 2213.1054910565967 2213.1054910565967 2213.1054910565967]"""
"8,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""79"",""[[1 10.798043051111634] [2 3.3598586773127983] [3 -0.9130085395142693] [0 5.327226807615314]]"",""[4.643029999131369 4.643029999131369 4.643029999131369 4.643029999131369]"",""[[1 14.035798080744758] [2 4.368397279593194] [3 -1.186618582097809] [0 6.924483908380311]]"",""[6.035515171655113 6.035515171655113 6.035515171655113 6.035515171655113]"",""[[1 10.798043051111634] [2 3.3598586773127983] [3 -0.9130085395142693] [0 5.327226807615314]]"",""[4.643029999131369 4.643029999131369 4.643029999131369 4.643029999131369]"",""[[1 1745.2420479024574] [2 1730.6083258875658] [3 1797.6429042119437] [0 1977.8541558317613]]"",""[1812.836858458432 1812.836858458432 1812.836858458432 1812.836858458432]"",""[[1 4580.034608144404] [2 3974.814761658954] [3 3689.095049943325] [0 4160.489334167516]]"",""[4101.10843847855 4101.10843847855 4101.10843847855 4101.10843847855]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""75"",""[[1 9.408189095058173] [3 4.501324421046147] [2 10.256144121879105] [0 12.957947037773602]]"",""[9.280901168939256 9.280901168939256 9.280901168939257 9.280901168939256]"",""[[1 12.229190572446146] [3 5.851871402746996] [2 13.330879374378508] [0 16.84571794324833]]"",""[12.064414823204995 12.064414823204995 12.064414823204995 12.064414823204995]"",""[[1 9.408189095058173] [3 4.501324421046147] [2 10.256144121879105] [0 12.957947037773602]]"",""[9.280901168939256 9.280901168939256 9.280901168939257 9.280901168939256]"",""[[1 1630.1155503942425] [3 1480.2105927027849] [2 1784.3580708388304] [0 1641.8490920846195]]"",""[1634.1333265051194 1634.1333265051194 1634.1333265051194 1634.1333265051194]"",""[[1 4061.962932063914] [3 3681.8945479154872] [2 4121.9940828205] [0 4340.080203073236]]"",""[4051.482941468284 4051.4829414682845 4051.4829414682845 4051.4829414682845]"""
"8,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""80"",""[[3 -2.1337883916937415] [2 2.1559034919342706] [0 4.113452573157051] [1 9.588374369804725]]"",""[3.4309855108005767 3.4309855108005767 3.4309855108005767 3.4309855108005767]"",""[[3 -2.7742947683863326] [2 2.8019762119109934] [0 5.346045986402493] [1 12.463798329321088]]"",""[4.459381439812061 4.45938143981206 4.459381439812061 4.459381439812061]"",""[[3 -2.1337883916937415] [2 2.1559034919342706] [0 4.113452573157051] [1 9.588374369804725]]"",""[3.4309855108005767 3.4309855108005767 3.4309855108005767 3.4309855108005767]"",""[[3 1798.3520574397849] [2 1733.5826901925] [0 1981.1301497776826] [1 1753.9137755013264]]"",""[1816.7446682278235 1816.7446682278235 1816.7446682278235 1816.7446682278232]"",""[[3 3686.9612615516317] [2 3976.970665150888] [0 4164.602786740673] [1 4589.622982514209]]"",""[4104.53942398935 4104.53942398935 4104.53942398935 4104.53942398935]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""76"",""[[3 3.2961729917355065] [2 9.047933933165748] [1 8.198694050036714] [0 11.744168956605957]]"",""[8.07174248288598 8.07174248288598 8.07174248288598 8.07174248288598]"",""[[3 4.284805477833552] [2 11.762143342159865] [1 10.657846067206224] [0 15.26683737192554]]"",""[10.492908064781295 10.492908064781295 10.492908064781295 10.492908064781295]"",""[[3 3.2961729917355065] [2 9.047933933165748] [1 8.198694050036714] [0 11.744168956605957]]"",""[8.07174248288598 8.07174248288598 8.07174248288598 8.07174248288598]"",""[[3 1483.003949785813] [2 1793.0293686348969] [1 1635.6022890535003] [0 1652.513168848809]]"",""[1641.037194080755 1641.037194080755 1641.037194080755 1641.037194080755]"",""[[3 3685.190720907223] [2 4131.042016753666] [1 4070.161626113951] [0 4351.8243720298415]]"",""[4059.5546839511703 4059.5546839511703 4059.5546839511703 4059.5546839511703]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""77"",""[[0 10.530390875438313] [2 7.839723744452391] [1 6.989199005015255] [3 2.0910215624248663]]"",""[6.862583796832706 6.862583796832706 6.862583796832706 6.862583796832706]"",""[[0 13.69063354927194] [2 10.190475917395768] [1 9.084753255865104] [3 2.71953022983809]]"",""[8.921348238092724 8.921348238092726 8.921348238092724 8.921348238092726]"",""[[0 10.530390875438313] [2 7.839723744452391] [1 6.989199005015255] [3 2.0910215624248663]]"",""[6.862583796832706 6.862583796832706 6.862583796832706 6.862583796832706]"",""[[0 1661.185920186971] [2 1799.9790065628417] [1 1642.5511996819737] [3 1485.1002598310408]]"",""[1647.2040965657065 1647.204096565707 1647.2040965657065 1647.2040965657068]"",""[[0 4362.35476290528] [2 4138.881740498118] [1 4077.150825118966] [3 3687.2817424696477]]"",""[4066.417267748003 4066.417267748003 4066.417267748003 4066.417267748003]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""78"",""[[0 9.316612794270668] [3 0.8858701331142262] [1 5.779703959993796] [2 6.6315135557390334]]"",""[5.65342511077943 5.65342511077943 5.65342511077943 5.65342511077943]"",""[[0 12.10999994754508] [3 1.1502630692262596] [1 7.512911493711788] [2 8.621128030045393]]"",""[7.34857563513213 7.34857563513213 7.34857563513213 7.34857563513213]"",""[[0 9.316612794270668] [3 0.8858701331142262] [1 5.779703959993796] [2 6.6315135557390334]]"",""[5.65342511077943 5.65342511077943 5.65342511077943 5.65342511077943]"",""[[0 1668.1352061404666] [3 1486.654160439208] [1 1648.0389115745083] [2 1805.4660377816738]]"",""[1652.0735789839641 1652.0735789839641 1652.0735789839641 1652.0735789839641]"",""[[0 4371.6713756995505] [3 3688.167612602762] [1 4082.93052907896] [2 4145.513254053857]]"",""[4072.0706928587824 4072.0706928587824 4072.0706928587824 4072.0706928587824]"""
"7,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""79"",""[[1 4.570208914972337] [2 5.423303367025676] [0 8.102834713103023] [3 -0.31928129619641377]]"",""[4.444266424726155 4.444266424726155 4.444266424726155 4.444266424726155]"",""[[1 5.94045591946311] [2 7.050598170408441] [0 10.533944992341203] [3 -0.4153092473938998]]"",""[5.777422458704713 5.777422458704714 5.777422458704714 5.777422458704713]"",""[[1 4.570208914972337] [2 5.423303367025676] [0 8.102834713103023] [3 -0.31928129619641377]]"",""[4.444266424726155 4.444266424726155 4.444266424726155 4.444266424726155]"",""[[1 1652.3094865299995] [2 1809.7355532254621] [0 1673.6230656037649] [3 1487.7916533285422]]"",""[1655.8649396719422 1655.8649396719422 1655.8649396719422 1655.8649396719422]"",""[[1 4087.500737993932] [2 4150.936557420882] [0 4379.774210412654] [3 3687.8483313065653]]"",""[4076.5149592835087 4076.5149592835082 4076.5149592835082 4076.5149592835087]"""
